# rootname919                                     ,Mo,No,psffwhm,asecpix,skybg,skybgstd,x0peak,y0peak,x0col,y0col,x0A1fit,y0A1fit,x0A3fit,y0A3fit,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,Rp,C1,C2,BGmedian,A_e,A0,A1,A2,A3,A4,S1,S3,G,M20,psi,sigma_psi,H,IRkurvmedian,IRkurvmad,QF
2MASXJ10380074-2630076_U_450px                    ,450,450,4.90754356,0.77781746,-0.00125942,0.01329545,205.50072253,226.50069494,206.32814571,227.73013726,206.54314739,229.02528539,208.71594373,229.80531994,4.46812016,3.57810491,78.6554214,0.00234525,28.99999813,2.57235944,26.35176159,206.15779309,228.80399132,0.00021623,209.9517698,4.63059043,0.50112794,75.23300658,17.53856659,4.35734064,7.40922922,9.7479487,12.18861806,14.87516317,18.55636117,21.1529517,24.22100896,27.46126445,31.79195324,0.5144192,0.26625879,0.97638311,0.0007574,0.21499072,0.0014193,0.96595343,0.74767498,4.66138027,0.00313726,0.92206651,0.50561093,0.36972978,1.58078111,0.61651839,0.84923577,0.08267048,6.34225377,32
2MASXJ10380074-2630076_Z_450px                    ,450,450,3.10769628,0.77781746,-0.0168638,0.13608132,206.4999913,227.50141649,206.5171085,228.23748715,206.74910372,228.79502858,207.79091101,229.75251928,12.83116623,8.54346537,67.44735847,0.54161286,16.38545828,3.41061477,4.55175,206.18098158,228.29845374,0.17548638,31.27718868,5.4087162,0.58118554,68.02709675,1651.0489502,2.51585452,4.28399784,6.69427204,9.36478757,12.51097967,16.27326378,21.14907624,28.2142072,40.21090115,29.18676886,0.81861861,0.50705249,0.40492893,8.238E-05,0.09548777,0.00237083,0.74370681,0.28558064,2.52261449,0.02072866,0.64916102,0.71429048,-1.00067802,1.59863956,0.65125437,0.42617756,0.80435692,1.5527113,0
2MASXJ10411260-2610222_G_450px                    ,450,450,3.87494486,0.77781746,-0.00122636,0.14315553,234.50175532,223.50130596,234.68043502,224.07821534,235.03177668,224.89057015,234.1179054,224.91910276,5.96971199,4.79107224,137.35243419,0.0972083,15.61734958,5.89982086,9.92618903,234.5609313,224.34332177,0.00286051,121.38194857,13.092613,0.60324777,143.59478292,322.63696289,1.58330079,2.97673201,4.34668038,6.21757637,8.58893554,11.22757675,14.55654753,18.95840488,27.20511778,16.73047367,0.80406206,0.50071127,0.67590682,0.00044317,0.14175905,3.818E-05,1.00033505,0.39858746,3.60985639,0.00030112,0.54639296,0.65345272,-inf,1.58017674,0.26244601,0.63639544,0.16007164,2.82016211,32
2MASXJ10411260-2610222_I_450px                    ,450,450,2.99380559,0.77781746,-0.00340239,0.11139877,234.5013275,223.50079883,234.79499942,224.28870005,235.13633324,224.7467525,232.63534268,226.97310083,9.60382893,6.66216102,133.29572635,0.26366979,15.86534184,5.09475162,4.56911187,234.59115269,224.32578253,0.00115759,328.41771502,17.43194929,0.60374629,143.31347905,829.9822998,1.71655681,3.0806983,4.75046743,6.84126295,9.35792493,12.66970811,16.84014031,23.060015,31.20471313,20.20821061,0.87421042,0.52304064,0.36968737,0.00013409,0.09218396,0.00128875,1.00022087,0.28599743,4.16094075,0.00182311,0.35875478,0.68755096,-inf,1.57966188,0.20680052,0.4458126,0.82307524,1.78679878,32
2MASXJ10411260-2610222_R_450px                    ,450,450,3.41746921,0.77781746,-0.0044851,0.1250692,234.50139171,223.50059957,235.03803309,224.29711336,235.07551745,224.78904789,236.2196231,224.40566696,8.37690737,6.02973149,135.28070499,0.26150708,14.44532684,5.11123886,5.16113966,234.52443855,224.33548335,0.00033419,595.28708636,20.99999361,0.58130157,142.39671874,665.39526367,1.84552154,2.95419471,4.38732836,6.26133742,8.65129902,11.18080942,14.79289686,19.59410732,26.24252781,17.98987096,0.82168637,0.48192434,0.38222732,0.00018775,0.10275806,0.00018348,1.00027385,0.25504529,5.33870446,0.00060368,0.4066129,0.67500239,-inf,1.56759078,0.16677624,0.51050815,0.52022403,2.16551377,32
2MASXJ10411260-2610222_Z_450px                    ,450,450,2.97296369,0.77781746,-0.0068104,0.09914589,235.50035376,222.50175178,235.18525855,224.09470529,235.1377163,224.74072391,237.40962201,222.44386406,8.71320231,6.34661236,134.65449155,0.01967061,51.99994537,15.333714,8.19298247,235.42455608,222.65094459,0.02216189,14.0163793,20.99967565,0.82175011,132.51973265,766.26550293,2.10216693,3.60548593,6.00690971,9.25703673,13.0759749,19.16400472,27.32554881,38.18533108,45.11666654,27.13834986,1.02493276,0.53786293,0.64060865,0.00012932,0.23164143,0.00379216,0.99998306,0.47027928,5.98348211,0.00260826,0.41135301,0.70098413,-inf,1.58914223,0.44030787,0.42471545,0.50280609,2.34263205,0
2MASXJ10433425-2636536_F378_450px                 ,450,450,5.33875825,0.77781746,-0.00016507,0.01123796,164.50020688,214.50045461,163.96486843,214.97666002,164.42558023,214.61456386,164.52171906,214.7147219,6.38144074,5.52696084,141.56761225,0.04964493,3.82132194,0.50485684,6.76449068,163.86586222,214.07139946,0.21352567,1.00455747,20.9997886,0.999987,175.75210821,12.42677879,1.08223656,1.33178343,1.59394214,1.87441846,2.18278073,2.53809697,2.99331627,3.77612176,5.02244526,3.99862098,0.45261238,0.3619051,0.16526549,0.00089312,0.06441542,3.342E-05,0.99892434,0.04879415,17.91844362,0,nan,0.76050382,-inf,1.5770309,0.05785717,0.57006127,-0.27673369,0.28595664,65
2MASXJ10433425-2636536_F395_450px                 ,450,450,6.61755961,0.77781746,-0.000181,0.01659707,165.50094926,213.50150799,164.3266789,213.88614311,164.36909554,214.57421733,164.88837369,214.98193182,4.35451696,3.35741995,18.92723837,0.07142781,3.85214299,1.47380442,15.80933371,163.88745389,214.09492833,0.11854368,3.01672965,20.99705929,0.08411529,133.0285146,14.60204124,1,1.41107141,1.80182391,2.19475966,2.62505009,3.18687644,4.14287274,5.65849396,8.21229987,6.05079043,0.60315187,0.4953272,0.10355924,0.00111843,0.03236305,0,1.0011403,0.03545966,20.42146028,0.00025699,0.79000545,0.70642306,-inf,1.5693726,0.10450234,0.62588615,0.20904139,1.5607807,65
2MASXJ10433425-2636536_F410_450px                 ,450,450,6.23463158,0.77781746,-0.0001837,0.04224335,163.50025644,214.50101225,163.21252589,215.45229654,157.87087852,222.63271087,164.18042978,215.58690986,7.20918037,5.00348323,147.31738068,0.38613481,3.8208781,0.92763291,13.59748557,164.00000016,213.9999993,0.27203586,2.31466019,2.58371599,0.77382917,115.86648335,59.70694733,1,1.51985867,2.21116928,2.82574375,3.29799279,3.7442687,4.39487079,5.74386078,8.19322235,6.86124281,0.5774007,0.39520504,0.28799746,0.0007027,0.73249235,0.01424223,1.00055524,0.25198088,14.48493272,0.00077302,0.70509303,0.79752377,-inf,1.56846869,0.10490454,0.54513059,0.2403588,0.7298323,64
2MASXJ10433425-2636536_F430_450px                 ,450,450,5.86867337,0.77781746,-0.00039204,0.04477172,162.5016584,214.50060363,163.1670064,214.71205768,170.74344711,215.1701242,164.85620892,214.50366064,5.64785075,5.43290362,134.54260368,0.24351164,3.76043196,0.59567045,8.03142201,164.03170569,214.00160941,0.34589125,1.00013655,6.29544357,0.99997523,9.90676243,66.9225235,1,1.0639753,1.28176057,1.54167493,1.86734069,2.30540225,2.92529361,3.69676223,5.0583448,4.30843749,0.54088997,0.43278487,0.15022758,0.00066187,0.82053062,0.0167335,1.00042614,0.12935335,16.20404035,0.00088305,0.71560571,0.76926714,-inf,1.5749853,0.0499047,0.55294921,-0.0886972,0.32967054,65
2MASXJ10433425-2636536_F660_450px                 ,450,450,3.54199779,0.77781746,-0.00027237,0.01520983,218.50136188,226.50061503,194.88686721,222.96902593,190.01112652,220.15863089,197.62695666,228.82029971,31.45797686,10.00635741,10.43155833,0.033758,56.78289176,0.49999998,53.89248157,221.09265383,226.37773855,0.02847873,24.76611013,4.19247023,0.77090566,161.39353473,436.51660156,25.76056404,30.26739347,32.77710283,34.35950996,38.0229984,51.68464518,62.87629864,80.54959158,100.34318849,58.99911886,0.42508832,0.42144154,0.62172709,3.483E-05,0.71792795,0.13087608,1.00013899,0.73244317,40.47028585,0.02817301,0.40548363,0.70302753,0.20033244,1.56899374,0.50627907,0.27218753,0.20518578,3.33497871,64
2MASXJ10433425-2636536_F861_450px                 ,450,450,2.93340284,0.77781746,-0.00146779,0.05074198,219.50009012,226.50106386,189.09366789,220.41841791,193.95962473,229.71190317,198.74634135,220.96402541,36.83283433,13.5761414,15.60740786,0.06341439,66.08184818,0.49999991,42.90356259,221.16430402,226.4033188,0.02433312,45.16362428,7.64458984,0.77399534,163.98965065,1245.08496094,24.72749615,28.18668536,32.97048336,39.10780961,51.73796617,58.81285656,67.04782408,77.65686397,92.89932168,89.21971514,0.44013584,0.25420319,0.85734571,4.075E-05,0.46572744,0.16520093,1.00013544,0.85320582,34.75560873,0.07182158,0.50718541,0.69983232,-0.02944359,1.60829073,0.61385152,0.37205504,0.44392496,5.25459652,64
2MASXJ10433425-2636536_I_450px                    ,450,450,2.99380559,0.77781746,0.00419054,0.10557537,218.50144419,226.5007771,193.84442176,223.34821927,193.60062637,221.61257535,197.23540442,219.79477572,32.41979888,10.94462536,9.06814509,0.07052145,116.99995233,1.44814354,58.1917229,221.34715184,226.34130847,0.0652899,54.87975876,8.3173487,0.81518765,164.10103083,4879.56542969,25.65630507,29.8928391,32.36200878,34.43497225,42.98410502,52.91109027,64.46603425,87.58663693,102.4607608,59.92188639,0.46687069,0.37724969,0.5064586,2.163E-05,0.84246461,0.1495371,1.00031739,0.62716612,41.48357849,0.03211229,0.36201423,0.70686175,0.10488859,1.5763942,0.51800384,0.21796673,0.58780027,3.21922074,64
2MASXJ10433425-2636536_R_450px                    ,450,450,3.41746921,0.77781746,-0.00184633,0.11598185,218.50077961,226.5010445,192.73990267,221.54438017,193.0358159,230.59986115,199.82703405,221.68582611,32.95724067,11.07499882,13.97763325,0.29214754,57.66537709,0.49999841,55.45364177,221.14065211,226.56365531,0.13085179,33.59634811,6.97641867,0.78546017,165.83785706,3774.67797852,26.43488106,28.14909178,29.13400369,30.45237693,34.50146403,44.6098476,61.06975515,71.41253546,85.12962901,48.83934665,0.40431007,0.39224322,0.4901281,3.071E-05,0.8558852,0.11745292,1.00043497,0.67443514,53.71365979,0.02201376,0.34823888,0.69017998,-inf,1.55795934,0.44090075,0.2341742,0.16985679,3.87467708,80
2MASXJ10463276-2631418_F660_450px                 ,450,450,3.54199779,0.77781746,-0.0019537,0.0151823,227.50089444,223.50107007,227.9714133,224.3053432,228.81841561,225.17335074,227.63792516,224.18911264,8.14375051,7.11782263,173.76825266,0.02854432,17.91660634,2.55968651,13.90588439,228.28716249,224.71643501,9.298E-05,478.48240235,13.23909694,0.72573712,162.59213767,107.98843384,2.30851357,4.15537784,6.52798192,8.68764547,10.83530559,13.19262288,16.10731118,20.0811771,28.42842516,20.88768553,0.68417865,0.41891164,0.4720533,0.0001405,0.07707583,0.00140992,1.00029927,0.25336614,4.46098116,0.00220037,0.41124173,0.67748353,-inf,1.56700267,0.24059566,0.54760456,0.55177327,1.65305119,32
2MASXJ10463276-2631418_F861_450px                 ,450,450,2.93340284,0.77781746,-0.0098266,0.05071072,227.50088205,223.50162913,227.92292881,224.34069214,228.75791789,225.19469593,226.95716729,224.28345986,8.25695671,7.78004975,170.81541193,0.03957455,23.03721031,3.8449277,16.44887684,228.17378198,224.76171073,0.01291708,36.71426028,7.19899739,0.99752213,159.17167329,272.1428833,1.92441988,3.61272762,5.91230265,8.21550798,10.40316001,12.61203677,15.63479927,20.72540335,29.10209263,21.7116129,0.75866777,0.44675894,0.68882748,0.00018623,0.10675648,0.00179096,1.00006334,0.40194838,4.32592692,0.00360157,0.48853307,0.68396697,-inf,1.56849088,0.35736063,0.50513304,1.0730829,2.88925947,8
2MASXJ10463276-2631418_G_450px                    ,450,450,3.87494486,0.77781746,-0.02515315,0.14506917,227.50020159,223.5004697,227.55579666,224.00114025,228.70225651,225.14685794,227.73464172,224.75006555,4.02889857,3.74638117,174.5121174,0.12211743,19.73591557,2.2766395,15.9443664,227.99999811,225.00000141,0.07404004,27.32388405,2.97691791,0.7627148,174.0921693,526.46459961,2.75689568,5.04525787,7.49124164,9.71869806,11.721419,13.96989639,17.0916743,21.35340283,28.9553309,23.69118549,0.62658372,0.39274834,0.77849768,0.00027541,0.15459933,0.00252385,1.00125786,0.47805969,2.12630883,0.00175218,0.44880908,0.62412421,-inf,1.55717579,0.49292345,0.64342848,0.10396816,2.36807957,0
2MASXJ10463276-2631418_I_450px                    ,450,450,2.99380559,0.77781746,-0.00860879,0.1077969,227.50102579,223.5014277,227.98232138,224.44734258,228.82483968,225.2071167,230.67637604,225.1896974,7.91548771,6.97818996,173.34637369,0.22935116,19.85428021,3.07203988,16.39995277,228.19825187,224.78309142,0.12101996,23.00268868,5.82987575,0.97608604,161.21919847,1110.76843262,2.02473103,4.05567948,6.2365917,8.50059608,10.7026966,13.04202199,16.16793558,20.96502946,29.49316715,22.03361343,0.71343185,0.4402282,0.46432164,9.699E-05,0.10370317,0.00267384,1.00021586,0.30559003,4.81682286,0.00316899,0.386304,0.72639387,-inf,1.56439823,0.23615611,0.44319435,0.12033844,2.44079572,8
2MASXJ10463276-2631418_R_450px                    ,450,450,3.41746921,0.77781746,-0.00951545,0.12308204,227.5004055,223.50118548,227.98963697,224.31428816,228.82183222,225.23033147,227.19986205,225.67011706,7.40179715,6.8685053,3.32806803,0.19681453,19.56682427,2.93817445,16.73583941,228.00223479,224.99793776,0.11820597,24.33343869,3.57428502,0.98936402,167.4294271,935.79284668,2.29506663,4.16341029,6.51021986,8.66909046,10.74086492,13.05967202,15.96544124,20.48830322,29.30307365,20.7399755,0.69205678,0.43587392,0.53337097,0.00013145,0.10656065,0.00124307,1.00099929,0.33472978,4.57540576,0.00219875,0.39591107,0.69990418,-inf,1.56782652,0.24379532,0.50642994,0.43575069,3.1749639,8
2MASXJ10463276-2631418_Z_450px                    ,450,450,2.97296369,0.77781746,-0.00984091,0.09982558,227.50088907,223.50121336,228.06083793,224.36231761,228.8031723,225.20909472,228.91324566,225.27757913,7.47667749,6.76054028,173.29736059,0.20915624,16.92423693,2.83982292,13.34640836,228.24527006,224.70558576,0.01025266,76.89972656,10.07689214,0.98019832,158.27802829,760.7935791,1.89360686,3.5014346,5.51889379,7.76760214,9.85407345,11.99772152,14.82811098,19.02258683,26.5553876,18.81262371,0.73502356,0.43053685,0.47079652,0.00013112,0.10092885,0.00203655,0.99991171,0.29227245,5.45991356,0.00177054,0.45088848,0.70758414,-inf,1.56244836,0.24235233,0.48020695,-0.05258918,2.11982431,40
6dFGSgJ102924.3-262712_F660_450px                 ,450,450,3.11106167,0.77781746,-2.242E-05,0.01331379,221.50118173,220.5000657,225.30098057,223.82974103,225.85513106,225.02039043,225.89244152,224.93776474,6.67940341,3.39678213,104.0196796,0.24716789,6.28215251,1.08291125,11.94635644,225.31667755,224.5168983,0.36255936,8.10199675,1.42820324,0.18841541,108.73660312,62.01522827,2.12857514,3.19476034,4.17062032,5.26983607,6.43729091,7.68889981,9.45006711,11.83593115,15.72879369,12.96690697,0.56876415,0.38799228,0.09261865,0.00021402,0.0539405,0.00103263,0.99817722,0.00920475,38.96262949,0.00425973,0.48485947,0.61107795,-inf,1.57019653,0.10268216,0.7539896,0.12313305,1.06965414,64
6dFGSgJ102924.3-262712_I_450px                    ,450,450,2.63561843,0.77781746,-0.00837554,0.10767124,221.50121885,220.50121924,225.35500382,223.80783624,225.78893632,224.98654121,225.8998836,224.85395786,5.35398069,2.51881404,107.54770796,2.83325498,6.30724926,1.15925583,9.64889126,225.25030756,224.49343882,3.46952959,8.38692998,1.55816441,0.19401149,109.01311011,670.69580078,2.02692901,3.14942228,4.20116631,5.24711338,6.37367833,7.83412609,9.45646609,12.0560586,16.04765114,13.88920104,0.58297445,0.40102133,0.08262919,0.00016005,0.05679267,0.00113195,0.99669368,0.00804884,36.56027535,0.0054864,0.46431095,0.65142587,-inf,1.57038379,0.07686688,0.70912563,0.20950103,1.08777606,64
6dFGSgJ102924.3-262712_Z_450px                    ,450,450,3.04739505,0.77781746,-0.00412781,0.09241528,222.50049929,221.50121602,225.2149419,224.12626191,225.81635336,224.96683917,225.8756441,224.84246441,7.00164858,3.76462464,105.98552175,2.0075301,5.97117802,1.29235822,13.91544561,225.27928113,224.43559875,2.61199942,8.32285476,1.70590983,0.18976448,108.86057565,514.73101807,1.81960587,3.10437678,4.02235223,5.14412017,6.37620033,7.81455441,9.81438482,12.36831459,16.52710355,15.26497918,0.6003361,0.4136348,0.10884917,0.00017905,0.04138009,0.00027466,0.99407778,0.01850872,24.73712947,0.0055176,0.46921993,0.67173243,-inf,1.57143375,0.08199778,0.69331677,0.16094917,1.20735547,64
6dFGSgJ103114.1-283956_F515_450px                 ,450,450,4.52310816,0.77781746,0.00074857,0.04035861,219.50199067,227.50179202,220.24256233,228.10536694,220.82715791,228.20321526,220.11454835,229.12511644,6.97975677,4.35671371,145.22932172,0.14110443,10.02480768,4.12861481,7.346695,220.50747414,227.5512302,0.17866958,11.74268727,3.28927454,0.32169244,146.63398921,142.5196228,2.16305251,3.47115126,4.80603428,6.41347856,8.39225096,10.51195689,13.45362993,17.61224334,23.67392596,20.5220369,0.70534114,0.45039182,0.43015993,0.00028282,0.11710274,0.00218744,0.99848427,0.19061701,4.65538103,0.00452251,0.53376696,0.67705436,-inf,1.57211613,0.21870941,0.65387516,-0.20425836,2.74833085,0
6dFGSgJ103114.1-283956_F660_450px                 ,450,450,5.38613408,0.77781746,0.00081716,0.01455613,219.50187709,227.50153697,220.3715553,228.13129673,220.7068656,228.54090169,220.83343559,228.55292258,10.08559373,5.32480564,146.47981176,0.39819349,7.94267315,2.37597932,3.93139431,220.42096689,227.79171556,0.36687245,9.67860526,3.40827848,0.31562673,144.47776901,201.71656799,2.31376765,3.661171,4.73597244,6.26660521,8.09055731,10.28013168,13.08740282,16.83504984,22.84286381,19.17463,0.66259439,0.45077211,0.10780263,7.206E-05,0.09154877,0.00440369,0.99342355,0.01865916,5.5998436,0.0044,0.44877029,0.69750801,-inf,1.57007707,0.08584251,0.57371994,0.37533053,0.76514271,0
6dFGSgJ103114.1-283956_F861_450px                 ,450,450,4.3447612,0.77781746,-0.00324458,0.05769854,219.50183184,227.5012442,220.14336913,227.8284571,220.89598231,228.46667469,221.52380028,228.42686314,10.12256289,4.98235451,145.53258729,0.95715723,8.306829,2.21185776,3.45991182,220.57061722,227.78947507,0.87759353,9.78560419,3.07919019,0.33375959,146.16462016,492.87249756,2.0996805,3.60420923,4.7786922,6.3579135,8.17309022,10.34860888,13.16403961,17.02673522,23.2708276,18.71563522,0.67432139,0.45442554,0.17340066,0.00011689,0.10181247,0.00357123,0.99110644,0.06634763,3.84793524,0.0048996,0.51950462,0.70149232,-inf,1.56966828,0.08448954,0.56098849,0.41680843,1.24030136,0
6dFGSgJ103114.1-283956_G_450px                    ,450,450,4.43486297,0.77781746,-0.00890116,0.08563463,219.50155898,227.50093451,220.41161034,227.71376802,220.77466051,228.26800873,221.07171957,228.324658,10.07206352,5.39271352,144.86863203,0.85658162,9.96508918,3.64420147,6.66785099,220.57342135,227.54115349,1.05683082,11.31815237,3.27756915,0.29770861,146.47007616,724.99694824,2.21055543,3.61219307,5.00984455,6.53412709,8.51774288,10.95329113,13.87698717,17.67447636,23.90708313,20.43981802,0.6895756,0.44820207,0.18513252,0.00011796,0.1446426,0.00460989,0.9971068,0.0586873,4.5724855,0.00637496,0.4771643,0.69427297,-inf,1.57101172,0.10300549,0.59792796,0.43838232,1.34419468,0
6dFGSgJ103114.1-283956_I_450px                    ,450,450,3.12632397,0.77781746,-0.00908709,0.11662185,219.50215441,227.50164381,220.54170545,228.1232334,220.84914179,228.48818563,221.07044202,228.45503041,10.50638542,5.58817493,144.04339645,2.94116442,8.83567754,3.5253935,7.82308155,220.51353753,227.8506021,3.63357424,9.94669694,2.6883808,0.32043046,145.54752071,1970.49572754,1.93034254,3.30234138,4.50816848,5.99120437,7.8600348,9.88555204,12.80966617,16.37087785,22.17332573,18.633667,0.69525,0.45040637,0.08407623,5.909E-05,0.13010029,0.00597932,0.99272529,0.01851724,6.50013902,0.0058253,0.42883679,0.69731613,-inf,1.57133298,0.06772711,0.52400877,0.64999711,1.00807321,0
6dFGSgJ103114.1-283956_R_450px                    ,450,450,3.67883693,0.77781746,-0.00490526,0.09455977,219.50184567,227.50099251,220.42340556,227.96780716,220.84177306,228.34724179,221.14309426,228.54653592,10.50974401,5.25547666,144.97473573,2.1854522,9.58125326,3.6443786,7.80094708,220.54705294,227.73003964,2.90588031,10.22454565,2.71304843,0.30362307,146.0209873,1607.76538086,2.13366653,3.6222,4.76422705,6.48422643,8.27810825,10.76131334,13.73180363,17.50260451,23.62484423,20.2673402,0.68413025,0.45543785,0.09445247,5.873E-05,0.14062979,0.00647942,0.99509172,0.0254897,5.09710784,0.00948283,0.39318565,0.70710985,-inf,1.57314706,0.08260756,0.52682444,0.45886142,1.262407,0
6dFGSgJ103114.1-283956_Z_450px                    ,450,450,3.16311001,0.77781746,-0.00479434,0.12002394,220.50006638,227.50134521,220.52023855,228.07486813,220.8799205,228.55567832,221.41364019,228.37378594,10.21781068,5.47423167,144.62638695,2.56317895,8.3134938,3.04518172,4.54409288,220.55422835,227.90195787,2.22604296,10.70492513,3.38311715,0.33929938,144.87781577,1551.18249512,1.92384932,3.38619195,4.60758171,6.09125184,7.97356808,10.2353093,13.26397122,17.16994918,23.49861275,20.11097078,0.70505744,0.46938952,0.13506914,7.727E-05,0.11209575,0.00535737,0.98932429,0.04330378,2.85355472,0.01215917,0.43450248,0.72164075,-inf,1.5689488,0.08975658,0.50609196,0.22094968,0.98217168,0
6dFGSgJ104025.5-275251_F378_450px                 ,450,450,7.45096049,0.77781746,-0.00015185,0.01038478,211.50187788,225.5001967,212.36219617,225.38933924,212.80501315,225.80431567,214.20805175,227.43910647,6.39725568,6.28486588,125.79933774,0.03780839,9.06265219,1.62776362,20.4811081,212.17942004,225.28510893,0.03168644,9.92486112,1.83138072,0.91099187,55.84557632,43.59329224,3.21131982,4.99178229,6.49531642,8.16424916,10.51475014,13.57326657,17.53710096,22.59799305,30.71468635,21.77719643,0.65581423,0.46554713,0.77493745,0.00023811,0.09075296,0.00028268,0.99995999,0.42238114,3.98320893,0.00084799,0.52815164,0.65308131,-inf,1.57485963,0.37631682,0.76410455,-0.08531319,5.23943716,0
6dFGSgJ104025.5-275251_F410_450px                 ,450,450,6.52150274,0.77781746,-0.00235749,0.0371577,212.50034724,224.50172295,212.31827916,225.50268955,212.97057118,226.06670424,213.26201879,225.20477732,6.59808019,6.43562188,71.73790713,0.13352417,9.87836795,1.16892148,26.46872674,212.51361096,225.48085823,0.08937387,12.37836308,1.97981163,0.85394276,64.76493329,178.20393372,3.39759735,5.31345761,6.9842571,8.82101732,11.55948554,15.14066621,19.09771129,24.53237342,32.26401131,28.50330906,0.66436235,0.44577986,0.86287873,0.00020843,0.10052407,0.00079486,1.00002013,0.49945201,3.56937591,0.00102608,0.4609188,0.65399949,-inf,1.56346988,0.48909886,0.72998693,0.4973997,3.16040556,0
6dFGSgJ104025.5-275251_F515_450px                 ,450,450,5.62384976,0.77781746,0.00500934,0.04065701,212.50056743,225.50064914,212.83857084,225.94634294,213.01864708,226.25817709,211.68833926,225.11292229,2.3123638,2.1615494,58.94387732,0.25154784,12.35658413,1.63844133,15.16490465,212.54086509,225.79105605,0.19864912,13.81885798,2.06258808,0.92260813,58.72210661,577.97021484,3.81369885,6.01489581,8.16481779,10.97420642,14.68368498,18.90404688,24.43838921,32.5521952,45.82530361,33.28421496,0.73335217,0.49427029,0.60526934,7.033E-05,0.15888134,0.00359529,1.00053732,0.43461813,1.68057157,0.00164346,0.29551817,0.71390742,-inf,1.56907784,0.31845886,0.61654038,0.02710504,2.93325764,0
6dFGSgJ104025.5-275251_F660_450px                 ,450,450,4.1500088,0.77781746,0.00044569,0.01546558,212.50058786,225.50057887,212.61145494,225.71937899,212.95273696,226.11068443,215.39779329,227.02283822,7.31247106,7.08695783,45.0090083,0.48070715,9.80265808,1.18960702,43.71099725,212.58570296,225.68706824,0.36149804,11.57615325,1.63556564,0.90150784,60.53461429,675.80718994,3.30141651,5.19941262,6.97684039,9.16756813,12.11885646,15.7936536,20.37109666,26.67414845,36.44424086,27.28926461,0.71013628,0.47816727,0.18263953,2.288E-05,0.12253485,0.00317552,1.00032823,0.15278753,0.89883533,0.00130575,0.20844314,0.73199543,-inf,1.57149978,0.12475189,0.50641294,0.82578994,1.56443346,0
6dFGSgJ104025.5-275251_F861_450px                 ,450,450,3.70589031,0.77781746,0.00534987,0.07084405,212.50044313,225.5011328,212.6077036,225.90817214,212.99546586,226.25336068,214.30803354,227.41934613,6.95807584,6.78916106,60.40583409,0.79336511,11.48059183,1.4917741,15.07976243,212.64671184,225.99704369,0.62053386,13.39183846,1.83985848,0.91229551,65.28280773,1617.08227539,3.42286846,5.5691727,7.64950042,10.27109494,13.61202144,17.60841388,22.74912755,30.52668763,39.99843646,27.9540466,0.738889,0.46812039,0.35674235,4.38E-05,0.12387598,0.00347683,1.00028183,0.23768494,1.50580873,0.00109195,0.3093973,0.70722147,-inf,1.57063986,0.21031363,0.56284861,0.69305888,1.94163073,0
6dFGSgJ104025.5-275251_G_450px                    ,450,450,6.28282439,0.77781746,0.00897748,0.10724651,212.50038877,225.50069924,212.50385303,225.80108176,212.87932237,226.15936731,214.8935561,226.77781099,6.59700922,6.42805656,42.72824893,1.47810956,11.49961598,1.67810256,12.13839452,212.4163251,225.74183823,1.15407335,13.26099543,2.11049439,0.89994133,54.86937155,2908.56567383,3.49838603,5.47459592,7.40189541,9.76822034,12.95343549,16.66294012,21.12893162,27.31996177,36.76165646,27.8004702,0.69812802,0.45301011,0.29421615,3.686E-05,0.106971,0.00252438,1.00050486,0.19851723,1.08056624,0.00089888,0.20485856,0.71542111,-inf,1.57273776,0.18666842,0.57552028,0.38625954,2.05762557,0
6dFGSgJ104025.5-275251_I_450px                    ,450,450,3.52348055,0.77781746,0.01990421,0.14808832,212.50064922,225.50095824,212.63828941,225.86333534,212.97359377,226.24315871,214.85095156,228.73379145,6.9078807,6.73073393,49.93368349,3.30026581,11.5572908,1.50343257,14.5202226,212.68234567,225.98468492,2.65507532,13.28752636,1.81480188,0.91021928,63.10421146,6732.16796875,3.35673638,5.52312985,7.58791883,10.17048998,13.41483057,17.24176052,22.13000435,29.42131873,38.46508922,27.79358978,0.72647688,0.45748155,0.19212284,2.199E-05,0.11835912,0.0035044,1.00034304,0.16428207,1.39469717,0.00127773,0.20601762,0.72032905,-inf,1.56960295,0.15117392,0.49784587,0.52420722,1.70805339,0
6dFGSgJ104025.5-275251_R_450px                    ,450,450,4.98840495,0.77781746,0.01238175,0.12337662,212.50066371,225.50069735,212.67571456,225.78572913,213.01283378,226.24617001,214.15406613,226.37194619,6.96162354,6.81749654,41.77011498,2.71049387,11.93395941,1.7257341,11.28526268,212.57424732,225.81597566,2.33916674,13.18903818,1.93392536,0.91209674,59.17994094,6014.17382812,3.44131747,5.60084964,7.6866745,10.29115498,13.59649935,17.52049108,22.53538135,30.11031345,40.44705614,28.86331124,0.73046136,0.47345981,0.19348051,2.051E-05,0.11833255,0.00286943,1.00056746,0.17085874,1.15888826,0.00176176,0.1650829,0.72885821,-inf,1.57284098,0.16075172,0.50868779,0.38465571,1.29351318,0
