# rootname919                                     ,Mo,No,psffwhm,asecpix,skybg,skybgstd,x0peak,y0peak,x0col,y0col,x0A1fit,y0A1fit,x0A3fit,y0A3fit,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,Rp,C1,C2,BGmedian,A_e,A0,A1,A2,A3,A4,S1,S3,G,M20,psi,sigma_psi,H,IRkurvmedian,IRkurvmad,QF
6dFGSgJ104025.5-275251_U_450px                    ,450,450,8.45337495,0.77781746,0.00023385,0.01193068,212.50036161,224.50133983,212.46084005,225.32340933,212.83984279,225.50258176,213.82013692,225.67492494,7.06198943,6.96237119,35.76873095,0.04604658,9.72433939,1.65408925,19.63433597,212.2922993,225.02391383,0.02662063,12.41626332,3.04838198,0.88325046,66.34174381,63.09466553,3.39329288,5.12870925,6.87858183,8.69404216,11.19807668,14.84125745,18.87135792,25.15747419,33.75467354,23.33226263,0.69065896,0.47919048,0.73310012,0.00018901,0.10301405,0.00057931,1.00138767,0.40341459,3.52738596,0.00067551,0.49721726,0.65203448,-inf,1.56573055,0.38828453,0.74675345,0.21593073,2.78446394,0
6dFGSgJ104617.1-282524_F378_450px                 ,450,450,7.45096049,0.77781746,4.085E-05,0.00957879,222.50168582,225.50015635,223.15921581,225.63306215,223.38262905,226.55524059,223.91173737,225.6971055,6.29127416,5.18196525,106.68812298,0.13950379,5.97986687,0.76608259,27.01043891,222.75410085,225.85414204,0.20928103,6.13314961,0.58326205,0.53380818,101.80306231,42.10967255,2.43222238,3.6530476,4.5938469,5.53920691,6.56795133,7.65787921,8.99764102,10.87465491,14.37845016,12.71668032,0.47376015,0.34028215,0.23629373,0.00022714,0.15664623,0.00448481,0.99881498,0.1021142,5.27517846,0.00148582,0.5549315,0.67835046,-inf,1.56899493,0.09105533,0.80537308,-0.60060699,1.39855137,0
6dFGSgJ104617.1-282524_F395_450px                 ,450,450,7.28709788,0.77781746,-0.00083432,0.01656381,227.50173033,322.50038836,229.38043725,322.21720503,239.36530413,339.24857702,226.45119816,323.23308915,5.60135642,2.19219188,148.41708182,0.24620237,8.48169377,0.57831145,39.12280249,232.19283787,320.75128797,1.60369143,4.9102603,20.99932731,0.04999485,139.31579211,68.5473938,3.2385251,4.67176847,5.53055243,6.69285453,8.37545723,9.66965646,10.75030701,12.04081343,15.12445584,14.34463872,0.41117452,0.25667123,0.07104643,0.00024005,0.92164777,0.01875746,1.00100802,0.06976744,13.24487594,0.00411988,0.59619626,0.77807521,-inf,1.58427692,0.30428052,0.59858747,0.11875355,4.14169846,64
6dFGSgJ104617.1-282524_F410_450px                 ,450,450,6.52150274,0.77781746,-0.00857695,0.03607059,223.50015869,225.5011947,223.49810201,225.9715396,223.7399148,226.64414874,223.89082812,226.2070973,6.82890207,5.00830487,104.07804188,0.36008766,6.92106961,0.7078409,13.96700378,223.20555457,225.92574579,0.51415761,6.86941949,0.64247575,0.52486536,97.58793351,132.72479248,2.935599,4.00279292,4.9662934,6.19056514,7.26511645,8.38566997,10.03603557,11.93415239,15.06180657,14.6372751,0.47442846,0.31663449,0.32686582,0.00027142,0.11927733,0.00250775,0.99874941,0.14252112,3.21336719,0.00085859,0.51148424,0.69385453,-inf,1.57038877,0.11728324,0.80399299,-0.46124541,1.88865768,0
6dFGSgJ104617.1-282524_F430_450px                 ,450,450,5.63167079,0.77781746,0.00014296,0.03801348,222.50176849,225.50042826,223.47228888,225.63515411,223.84695594,226.33816803,224.30521491,225.7694802,7.29443639,6.05544377,95.7302018,0.44514473,6.49418565,0.64667161,51.19537389,223.24542349,225.63524104,0.57017603,6.96849782,0.68758072,0.55136598,100.17122206,165.2696228,2.51717358,3.77964071,4.73130426,5.71711608,6.77814432,8.03923973,9.65005029,11.59944332,15.52481788,13.51713853,0.48698663,0.3599157,0.27828319,0.00022971,0.15650853,0.00417695,0.99899554,0.08827055,7.24877504,0.00114407,0.53936747,0.68287334,-inf,1.57119919,0.09404542,0.77844052,-0.289073,1.14662906,0
6dFGSgJ104617.1-282524_F515_450px                 ,450,450,5.62384976,0.77781746,0.00751052,0.04019249,222.50204485,225.50012653,223.40411642,225.41510383,223.77906468,226.16463957,224.39536998,225.79995451,7.12100786,5.50230893,104.75402988,0.84182097,6.63346121,0.71185856,30.36738006,223.22549928,225.21807413,1.01180339,6.9147096,0.781026,0.56616481,100.71015914,303.81549072,2.6483172,3.82126838,4.85965103,5.87206395,6.96974561,8.28124259,9.86434595,12.13256211,15.83991669,14.84610956,0.50174498,0.35653597,0.19987374,0.00013214,0.13825197,0.00513368,0.99887373,0.10586906,6.10307713,0.00125831,0.45144796,0.72275203,-inf,1.56860992,0.07182218,0.7241035,-0.13501337,1.03435292,0
6dFGSgJ104617.1-282524_F660_450px                 ,450,450,4.1500088,0.77781746,0.00090185,0.01468378,222.501423,224.50096655,223.18412271,225.00655457,223.45459117,225.41770365,223.77768461,225.35498971,7.10379501,5.66470189,99.65378795,1.98905185,5.90708061,0.6746985,70.37011652,222.67160406,224.73193275,2.44862931,6.41486944,0.6534903,0.54554724,102.3494111,580.097229,2.38706905,3.44271676,4.44055519,5.3817781,6.26240629,7.23507117,8.60341303,10.29847784,13.38649459,12.13227236,0.47587175,0.32992563,0.0261155,2.527E-05,0.23070336,0.01941877,0.99392572,0.00673157,7.00221827,0.0039866,0.31948194,0.7020426,-inf,1.57168443,0.04967627,0.692654,0.04979575,0.6731835,0
6dFGSgJ104617.1-282524_F861_450px                 ,450,450,3.70589031,0.77781746,0.00096261,0.06928813,223.50014482,224.5010809,223.50215295,224.723279,224.01943952,225.14710696,224.10870018,225.20407797,7.00152313,5.70817355,109.90700224,2.26416167,6.35769482,0.75689409,15.85688601,223.41669365,224.15494568,2.41048325,7.14508554,0.90451618,0.57323831,101.62840871,813.42175293,2.23203869,3.47539488,4.49207437,5.41442183,6.49285044,7.7103902,9.1872909,11.12515072,14.41017849,13.71578266,0.50530175,0.34623396,0.11497222,8.507E-05,0.16029824,0.00789764,0.99771567,0.03204231,1.62008382,0.00188888,0.39630874,0.72046008,-inf,1.57038913,0.03694379,0.69097209,-0.35652236,0.96714565,0
6dFGSgJ104617.1-282524_G_450px                    ,450,450,6.28282439,0.77781746,0.00014241,0.10486012,222.50198545,225.50001204,223.4076708,225.36313074,223.86209153,226.15021602,224.20808641,225.36577829,7.29322856,5.79330221,103.86735919,4.65754825,6.58060154,0.73692197,22.23774629,223.19838713,225.37359779,6.06071679,6.78186868,0.81048816,0.55184465,100.88122674,1699.94763184,2.58616729,3.78857209,4.74754516,5.72710056,6.80529325,8.15049756,9.60879392,11.67917307,15.0884012,14.2521434,0.48893654,0.34579638,0.08825285,6.161E-05,0.13789027,0.00635912,0.99894821,0.02542893,6.42689836,0.00143213,0.32618409,0.71607018,-inf,1.57114245,0.0481279,0.72145993,-0.15083235,1.07554424,0
6dFGSgJ104617.1-282524_I_450px                    ,450,450,3.52348055,0.77781746,-0.00427076,0.14166829,223.50012498,224.50094818,223.4243352,224.7382067,223.97503544,225.32623907,223.94384864,225.13802491,6.97895258,5.34744782,107.40015104,9.85740208,6.51114232,0.73064503,34.87617695,223.36887311,224.24473555,10.24261591,7.1631454,0.86370784,0.57845201,101.13825604,3484.90820312,2.45791334,3.61221371,4.58450186,5.64496746,6.84311726,8.08475452,9.56126765,11.68274504,15.06838235,14.20937565,0.50977146,0.34281265,0.06220593,4.06E-05,0.18143041,0.01015341,0.99781058,0.02216334,1.75285437,0.0020449,0.30307009,0.73609035,-inf,1.57016198,0.03435296,0.64799964,-0.08284002,0.69051211,0
6dFGSgJ104617.1-282524_R_450px                    ,450,450,4.98840495,0.77781746,-0.00238753,0.11583914,222.50222497,224.50120718,223.42823343,224.89280884,223.8837321,225.51125156,223.92925596,225.28937776,6.95936323,5.4026189,106.44110906,9.5376656,6.4941503,0.70228963,33.00170709,223.2223252,224.66424526,11.04050677,6.88894075,0.75770323,0.57494427,101.37196282,3295.20507812,2.6385362,3.74630528,4.70088939,5.7144224,6.91034654,8.07615989,9.54289231,11.47983218,14.70772334,13.93057266,0.48633237,0.32804563,0.05068639,3.511E-05,0.16121155,0.00895843,0.99831627,0.0130114,7.21727077,0.00189484,0.27383771,0.72804798,-inf,1.57127166,0.0384538,0.68530236,-0.00828401,0.4611141,0
6dFGSgJ104617.1-282524_U_450px                    ,450,450,8.45337495,0.77781746,0.00011307,0.01109196,222.50111246,225.50121062,223.11152173,225.92437199,223.4656529,226.47711562,223.52190256,225.86722192,7.43919467,6.08249279,89.78332227,0.15120281,6.59887029,0.7623312,25.35272566,222.91833922,225.96579647,0.28063237,6.24820959,0.76270663,0.47394633,99.64219144,57.44945526,2.69967039,3.90370858,4.99999263,6.09747681,7.1365251,8.26620908,9.79503465,11.99938605,15.76291791,14.45740987,0.48768164,0.34414982,0.22913937,0.00019283,0.09613227,0.00201852,0.99799723,0.0848967,5.13744551,0.00108525,0.51165004,0.6731149,-inf,1.57199582,0.08631941,0.79703247,-0.1066073,1.1214229,0
6dFGSgJ104617.1-282524_Z_450px                    ,450,450,3.48141304,0.77781746,-0.01042376,0.16077703,223.50039892,224.50067326,223.53794799,224.57507584,224.07543998,225.15197153,224.02019981,225.13152673,7.11119102,5.57624427,100.34075481,7.07525602,6.51547598,0.77564758,15.57250379,223.46005496,224.05189402,7.32522967,7.19163846,0.93027542,0.58053107,101.88839044,2566.68554688,2.31486866,3.51419993,4.45494181,5.55079075,6.62474032,7.93406988,9.42519062,11.52211484,14.86574031,14.16633227,0.51570573,0.35101768,0.09313964,6.256E-05,0.17340762,0.01025778,0.99686882,0.03964572,0.58830135,0.00222103,0.3862086,0.73217368,-inf,1.5701317,0.03788272,0.6604457,-0.152599,0.34168376,0
ESO35810_F378_450px                               ,450,450,6.19731905,0.77781746,0.00070643,0.01122006,219.50068367,217.50086509,219.52271246,218.11864428,222.21302079,218.21605609,224.92457518,219.31520102,11.39853313,8.72553846,151.60653234,0.00452339,37.54290832,1.65299634,28.13943686,220.00854359,217.80274,0.00217697,64.44437897,2.41299677,0.63154709,151.55448177,82.7401886,10.74167582,17.47431947,25.74798069,35.75787559,46.63047679,60.04718906,74.86405538,88.74432394,107.41294448,58.5353603,0.70574031,0.36238677,1.03348217,0.00013558,0.19250467,0.0099901,0.96801676,0.74444633,1.05606562,0.01039355,0.7495056,0.54347339,-0.15160069,1.61439822,0.63241952,0.79937233,-0.2838409,5.31655045,0
ESO35810_F430_450px                               ,450,450,5.20426847,0.77781746,0.00510755,0.04141067,218.50046685,217.50107869,218.88116798,218.06894413,218.88260627,218.75825414,218.08442645,222.28860315,3.37216037,2.92060438,147.83186532,0.0287485,30.88380017,1.18543919,20.14414475,219.19002305,217.95480726,0.01432343,56.06984436,1.85293147,0.61960187,153.14206832,322.55960083,9.4002791,14.98065057,20.27407986,26.74981686,33.93635391,42.53070811,52.32824065,63.6876045,77.58725978,60.94592376,0.62852424,0.35912523,1.03590868,0.00012836,0.17852666,0.00799813,0.9807396,0.70432547,1.12176475,0.01371473,0.76805341,0.55053681,-0.30286089,1.58782737,0.6010456,0.78702231,1.38583355,6.28261272,0
ESO35810_F515_450px                               ,450,450,4.5393549,0.77781746,0.00738005,0.04255947,219.50046844,217.50147975,220.24451068,218.14596721,221.19035237,218.72904501,220.78306135,217.15031549,25.74914797,16.88512445,150.67637959,0.05760005,35.95499326,1.18696327,15.74869938,219.74919144,218.28572774,0.04050034,45.20689412,1.53334607,0.62253814,154.95566942,721.65203857,11.46240843,18.62836857,25.55419405,34.26403927,43.67643875,54.69392098,67.98412115,86.17411676,111.0644774,81.95878943,0.66520202,0.40532796,0.96544629,5.897E-05,0.18005592,0.01961764,0.95734345,0.60275417,1.2010416,0.02306095,0.63122151,0.59431073,-0.76405141,1.57287672,0.46447325,0.67559339,0.81577617,6.62751956,0
ESO35810_F660_450px                               ,450,450,4.76809798,0.77781746,0.0010389,0.0158233,218.50133779,218.50038627,219.23830851,219.18582072,220.86181475,219.28313099,222.84084149,219.53341029,24.16743967,15.70523618,147.34175725,0.06059973,36.62683646,1.31685452,9.55917366,219.87445757,218.38895656,0.05142753,40.89408043,1.4712686,0.61923645,151.03872461,797.93353271,11.26909929,18.22715232,24.97906315,33.24985707,42.85311546,53.6627588,66.99029217,88.47519257,112.92042972,77.8177667,0.68610269,0.42079012,0.60915953,1.983E-05,0.24396074,0.0292651,0.94911017,0.3490306,1.29334514,0.02171397,0.41106337,0.66614133,-1.43258535,1.58537947,0.31541,0.66057354,1.48201782,3.12952994,0
ESO35810_F861_450px                               ,450,450,4.8272347,0.77781746,0.00511615,0.0889923,219.50028652,218.5004992,219.45597634,219.59737918,221.50330618,218.83820032,218.76179063,221.29429348,22.07939126,15.04140672,148.11037456,0.13959496,35.78724409,1.15724632,13.46803053,219.77825574,218.56071352,0.11282039,42.30431955,1.38473484,0.61607118,152.53815749,1743.23156738,11.64870161,18.34575622,24.99706088,33.02860203,42.37888458,52.11399241,64.28515977,84.59451664,111.32427412,68.79572687,0.6638066,0.41944035,0.89075999,5.105E-05,0.17086847,0.01992077,0.96289108,0.51095189,1.59570172,0.01969695,0.5545921,0.59080865,-0.94944132,1.5811117,0.46279358,0.69759275,1.50131569,2.62256411,0
ESO35810_G_450px                                  ,450,450,5.97568797,0.77781746,0.00896597,0.11388592,219.50047125,218.5002562,220.07071817,218.65145628,220.69179231,219.05611962,216.9507075,219.28535796,25.50708068,16.49212926,150.5324293,0.31459805,35.62859095,1.2437684,12.03794073,220.18463758,218.4618185,0.23423141,43.04655443,1.54882249,0.60678033,151.56974935,3914.63793945,11.3182986,18.35634952,25.37178952,33.70437504,43.31060692,54.70814853,69.12376914,89.47569209,112.71308648,88.3373982,0.68791875,0.41538007,0.81783505,2.909E-05,0.1938334,0.02096104,0.9572863,0.4984357,0.66783912,0.02282006,0.55072727,0.64459244,-1.44275316,1.58645439,0.36560962,0.72212007,0.9046938,3.32581081,0
ESO35810_I_450px                                  ,450,450,4.01018545,0.77781746,0.01172184,0.16915043,219.50036403,217.5014735,219.1863086,219.31200559,220.81230639,219.01821549,220.26310564,220.74051713,25.54800791,16.19452245,147.6640674,0.66865506,35.51607264,1.0772583,14.47948682,220.42527138,218.41134012,0.49556777,42.70944374,1.3763002,0.60101761,150.09663238,7892.91210938,12.04600018,19.20020198,26.25886957,34.76571337,44.37835377,54.87993155,68.80638686,89.72935217,112.98985831,86.73950734,0.66962873,0.40586828,0.71114006,2.143E-05,0.19925377,0.02727156,0.96217008,0.417826,2.11849059,0.02324287,0.45746399,0.66141822,-1.48741744,1.58993386,0.34038735,0.68367447,0.58131801,3.49017439,0
ESO35810_R_450px                                  ,450,450,3.84371168,0.77781746,0.01280071,0.13989964,219.50049131,217.50149074,219.56025424,218.91327049,221.10323155,218.73187024,219.15443786,218.87118398,25.7746972,16.70620587,149.54025509,0.62853875,34.37468823,1.09967349,16.73754652,220.45045778,218.31403648,0.4595815,42.03925744,1.40705112,0.60957986,152.13128089,7412.47851562,11.87633289,18.97742271,26.06984316,34.86447806,44.68068567,55.82966862,70.24135957,92.84267148,113.28072718,87.96092428,0.6895104,0.4040362,0.64475258,1.887E-05,0.251231,0.029844,0.95887542,0.39732008,1.60644528,0.02491223,0.45340468,0.6724419,-1.51357555,1.58829598,0.321942,0.66200878,0.68288556,3.00024206,0
ESO35810_U_450px                                  ,450,450,6.36122207,0.77781746,0.00020896,0.01338106,218.5010346,218.50146298,219.35790763,219.34595379,222.14140075,218.24515021,222.29254027,221.80219412,15.14988307,11.70780757,160.96457967,0.00706467,33.48713883,1.53144598,17.73668457,219.19016758,218.25195984,0.00399203,51.86019912,2.14471551,0.63287495,161.52238809,88.83634186,9.11505847,14.86748404,20.47001176,28.14652664,35.93322734,45.22279312,55.85948013,67.42891884,80.99520651,50.91857642,0.65660872,0.35296309,0.97463006,0.0001506,0.19886237,0.00505273,0.97830143,0.67618585,2.36274824,0.00826804,0.73048247,0.54304091,-0.10989098,1.5836161,0.62956339,0.81659047,-2.11006107,8.35493204,0
ESO35810_Z_450px                                  ,450,450,5.03604851,0.77781746,0.00144597,0.20065729,219.50052534,218.50029712,219.12388235,219.6092628,221.02500296,219.23618376,217.95981826,223.8839784,25.15558471,15.89232407,147.90444081,0.40605143,38.07488713,1.17606554,10.57937046,220.36494153,218.48060828,0.31071684,45.26958131,1.45481072,0.59233566,151.17148194,5216.99951172,11.95454799,19.10640417,26.04927232,34.22156088,43.51516367,53.71877313,66.03358908,84.65342193,110.31406116,87.98525734,0.64646556,0.40399025,0.89480393,3.846E-05,0.1738822,0.02161158,0.9622834,0.56599475,1.33111044,0.02571913,0.5235368,0.62096791,-1.14492572,1.59556729,0.44178333,0.73462703,0.77392051,3.99427492,0
ESO35825_F378_450px                               ,450,450,5.75014324,0.77781746,6.62E-06,0.01340302,201.50036057,231.50021074,201.38761673,232.22891733,202.19187197,231.37681402,199.7512123,234.80058755,24.97272549,17.2260768,145.03428688,0.02055493,25.03441541,1.76840283,25.17097114,201.93741807,230.6221926,0.00960501,41.25735666,2.68395336,0.5958212,152.36619309,155.24957275,7.41619963,11.98019009,18.1024108,24.15941686,31.82450277,41.77615649,53.84595024,68.1436081,87.67836042,55.65596248,0.75496142,0.44013079,0.92624539,8.632E-05,0.11663693,0.00837715,0.47612726,0.5548054,1.32488365,0.02261028,0.80091335,0.59330746,-0.99794247,1.57254079,0.48415763,0.75137005,0.16362937,4.91652844,0
ESO35825_F395_450px                               ,450,450,5.00071816,0.77781746,0.0008288,0.01978444,201.50056555,230.50123125,201.75919096,231.25923017,201.98107487,231.21739453,200.6432849,234.35587014,20.59974132,15.01037058,147.50034255,0.02135031,23.89771964,2.12240929,20.04909577,202.00266653,230.58797797,0.01227883,35.43895583,2.60117398,0.63812003,157.16063954,149.82781982,6.25565144,10.13225718,15.28347569,20.76390662,26.80660119,34.50710294,45.12744135,55.98547445,69.76232157,42.97056118,0.74236916,0.41537917,0.90125176,0.00013202,0.13908307,0.00604967,0.59072271,0.56054077,1.86384675,0.01095311,0.84502347,0.58517844,-0.55267182,1.56546695,0.55143345,0.76558062,0.5516165,4.94207346,0
ESO35825_F410_450px                               ,450,450,4.85843059,0.77781746,0.00153503,0.04798205,200.50144075,231.5008411,201.81010992,232.32548373,202.32601171,231.28641359,202.06458954,230.91881162,24.6192792,17.62688899,147.60903663,0.07711506,26.19832719,1.58748569,16.70739288,201.4791434,230.88029686,0.04883131,36.92656411,2.0662965,0.60839824,152.1890525,591.17675781,7.31052723,12.18403031,17.44984514,23.10804901,29.67521851,37.96859569,48.34661556,61.60908997,76.92687808,60.81170405,0.70385382,0.41368418,0.90714261,8.115E-05,0.14674035,0.0094846,0.43246989,0.56222472,2.54362132,0.01971915,0.81536575,0.60724288,-1.2066239,1.58927064,0.42077075,0.73836527,0.96219887,3.22593501,0
ESO35825_F430_450px                               ,450,450,4.59825028,0.77781746,0.00107031,0.05003938,200.50156264,231.50070166,200.93872723,232.37247524,202.40753582,231.21514939,202.5547149,229.31291757,24.44933675,16.82993898,145.9014964,0.13478924,22.49640474,1.14570885,53.15164847,201.56039953,230.82717956,0.07114575,33.79425085,1.87551465,0.61242163,152.0398092,754.73986816,7.70501291,12.90484456,18.08657398,23.7878108,30.49774813,39.28600499,51.58270253,66.19992382,87.90573621,60.73261065,0.71010471,0.45974944,0.8261342,6.629E-05,0.20549524,0.01493694,0.36162563,0.56050808,1.60580058,0.02676532,0.79325154,0.61362241,-1.5707367,1.57623447,0.37038326,0.73443354,0.39402888,4.51449422,0
ESO35825_F515_450px                               ,450,450,3.9052733,0.77781746,0.00232456,0.05287532,200.50149243,231.5004882,202.12161201,231.74622348,201.90715617,231.66645106,204.24552356,233.79214807,26.34678499,17.20773829,148.1706755,0.2472429,25.88399257,1.14213538,32.66627164,201.43175936,231.02638749,0.18100587,32.00954792,1.48591506,0.5971307,150.57854367,1628.46936035,8.56331925,14.14276602,19.31413347,25.01669001,32.03604493,40.9497861,52.88959223,69.3562224,96.22345756,70.56398484,0.69055107,0.47764206,0.72914136,3.247E-05,0.10884707,0.02042213,0.26106315,0.44689445,2.32221839,0.03016632,0.68883802,0.66812059,-1.99405505,1.58155388,0.28449601,0.67504349,0.32095278,2.3408156,0
