,# rootname919                                     ,Mo,No,psffwhm,asecpix,skybg,skybgstd,x0peak,y0peak,x0col,y0col,x0A1fit,y0A1fit,x0A3fit,y0A3fit,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,Rp,C1,C2,BGmedian,A_e,A0,A1,A2,A3,A4,S1,S3,G,M20,psi,sigma_psi,H,IRkurvmedian,IRkurvmad,QF,JClass
63,2MASXJ03405042-3544534_R_450px                    ,450,450,5.43930855,0.77781746,-0.00218922,0.17135698,225.5003787,224.50001757,225.72661599,224.58014846,226.28979083,225.07067029,224.74115209,225.88811911,16.60540152,15.20996337,51.94060445,0.32073575,25.52616777,1.65894996,4.69429463,225.90009865,224.7535855,0.31402263,25.15019103,1.82856425,0.91451253,54.84714038,2543.4074707,5.15685124,9.2401762,13.06972301,17.02821717,21.27081256,26.18240664,32.05443613,40.52867803,54.75133965,42.84842486,0.64208219,0.41061067,0.75130666,6.736E-05,0.16795229,0.01239739,0.92614586,0.46608472,0.5601347,0.01519149,0.65442579,0.6499366,-1.00099063,1.58655272,0.37753977,0.5855568,0.8992655,1.82393067,0,0
72,2MASXJ03414141-3510119_R_450px                    ,450,450,4.75202153,0.77781746,-0.00764558,0.12499237,226.50039713,227.50057423,187.7237649,231.29815833,188.54420337,231.72017247,181.78008469,231.69719475,46.03383627,10.81520583,173.70663986,0.08320476,6,0.50030804,50.55458559,226.81847145,224.07283359,1.37061988,10.49937005,0.96187458,1.00000057,61.54460749,4.37415218,2.11541111,3.38316017,4.80344215,5.62719211,6.32641076,7.01021507,7.5375614,8.00647218,8.47488603,4.98410483,0.37411864,0.12697648,0.04675675,0.02329093,0.80324148,0.02896831,0.99740323,0.04207418,781.72806726,4.585E-05,0.41648576,0.19745868,-inf,1.57144777,0.01566905,0.85148153,-0.12241856,2.56167967,96,0
82,2MASXJ03451407-3656123_R_450px                    ,450,450,6.06943091,0.77781746,-0.00217345,0.11565147,226.50017571,226.50050204,230.1586603,232.96307384,226.54083761,225.80002172,224.90068896,227.31572623,24.80036088,23.77319518,14.73828304,0.51411691,25.95406166,0.82771287,113.90654603,226.17377673,225.50449917,0.32708261,31.07369943,1.56814702,0.92612831,11.64712555,4999.76708984,10.39366232,16.14903252,22.16361286,29.13194461,37.93454486,46.63211186,53.69014883,64.74954715,101.47078475,59.18340557,0.60309023,0.42730614,0.62239841,2.313E-05,0.33272465,0.04430566,0.97972104,0.44913271,12.54787612,0.01748341,0.5152684,0.67352767,-0.95583962,1.58164924,0.3457235,0.55259674,0.15369495,4.20972461,64,0
93,2MASXJ03494903-3556440_R_450px                    ,450,450,5.35125357,0.77781746,0.00816101,0.14015904,208.50040306,227.50012437,210.78912719,227.52150468,215.15960932,231.43714028,214.83667821,226.08992972,13.4253512,8.08897098,0.67652693,1.89223107,18.31871029,0.4999912,71.34700813,201.23483913,229.01348074,7.84318159,12.51967204,20.99885503,0.03746113,177.17105069,5357.65185547,8.16195467,9.17499095,9.93423257,10.75286973,12.10318483,14.86026334,19.24380258,25.46789274,35.40042108,26.00575954,0.44338737,0.46610876,0.01979237,2.604E-05,0.86537946,0.02019532,1.00044715,0.14160876,8.80121954,0.00556576,0.233959,0.87034611,-inf,1.45517704,0.5301901,0.36352043,1.14307073,1.27423075,0,0
103,6dFGSgJ032512.2-325409_R_450px                    ,450,450,3.84371168,0.77781746,-0.00492014,0.14130716,226.50113507,225.50134427,227.31743168,225.92742535,227.46592994,227.28088046,228.27728128,226.84376053,15.18461401,13.17832834,106.29952604,0.63265941,16.66825772,1.05174369,2.73382974,227.06107981,226.32368921,0.63443633,17.2095314,1.09310614,0.80428193,101.03930505,1776.80004883,5.11617059,7.98220264,10.55999778,13.18386625,15.99785978,19.28505783,23.09217572,27.99083415,35.08610316,37.20733478,0.54489309,0.34107325,0.64398699,7.951E-05,0.13206661,0.01088911,0.98828611,0.40846323,2.47479926,0.00568092,0.58511977,0.68762914,-0.53219267,1.57246794,0.27850974,0.68464626,0.50143848,1.55284265,0,0
113,6dFGSgJ033147.6-350305_R_450px                    ,450,450,3.61623718,0.77781746,0.002478,0.15284526,226.50065283,225.50002698,227.3795853,225.43263713,226.60450364,226.07958247,226.89988152,226.26184195,19.56123897,15.28168898,172.63305103,0.3395544,32.65465662,1.12110419,16.10650437,226.43736239,225.57630846,0.29162178,37.17362914,1.30263352,0.70290976,173.32030404,4873.13476562,11.93009794,19.33038159,26.99053333,35.79467165,47.55213937,65.06085705,95.51228861,130.91317313,134.07458175,67.9260568,0.83074292,0.45017639,0.76210425,3.136E-05,0.21948483,0.01635585,0.98332007,0.50711854,1.29775258,0.01057131,0.48840083,0.62297407,-0.79614716,1.57774524,0.34250224,0.6562109,0.59211851,3.475728,0,0
121,6dFGSgJ033312.8-360103_R_450px                    ,450,450,3.8523013,0.77781746,-0.00316375,0.15407319,225.50066058,219.49996831,224.7736028,216.45330798,227.46534605,225.25711778,231.48038231,221.85710238,19.15536377,11.61569841,76.31686978,0.2995086,33.09372825,0.80840712,37.04160023,227.43806626,224.56913762,0.1782354,34.08703944,1.58216523,0.86266338,121.44504942,2896.93212891,13.16837749,20.60689152,27.7908367,30.42440451,37.21541811,48.40168258,62.98961188,77.11099185,90.32953441,68.87780572,0.5731038,0.38510687,0.90912578,5.318E-05,0.28739455,0.00265603,1.00049311,0.64805673,4.547491,0.00181906,0.34502076,0.60939931,-inf,1.59908413,0.48798332,0.75319677,-0.30794269,5.72402659,0,0
130,6dFGSgJ033333.9-333423_R_450px                    ,450,450,4.13041276,0.77781746,-0.00692182,0.17381561,217.50032637,216.50144097,224.44746426,204.46672914,218.03902688,218.07913855,219.79351877,215.31350838,35.68787374,17.23868193,118.92109414,0.98679678,31.67954015,0.49999983,7384.70352972,217.60613348,217.62045797,0.68113817,26.06708764,1.48806661,0.84400877,138.03575085,6362.84667969,15.16305576,21.53323259,27.95497904,35.82942844,45.75492727,58.78587666,64.4478017,68.5683912,90.35998383,77.00648383,0.50301473,0.29553828,0.72128417,2.731E-05,0.30273138,0.01959605,0.99096044,0.56373702,18.04514952,0.01655105,0.45639198,0.70929993,-1.02775812,1.58756225,0.30403273,0.57750532,1.02471038,3.10657093,64,0
137,6dFGSgJ033612.9-360959_R_450px                    ,450,450,3.8523013,0.77781746,0.00135137,0.38943014,226.50073932,223.50183659,226.89332089,224.47068942,227.46308041,225.25416542,227.65755188,224.63856897,10.79770938,7.75795999,159.43008953,0.53176177,17.52228389,1.30808544,3.69044532,226.7890327,224.79265375,0.50653712,20.01019653,1.42559077,0.57129473,158.96361529,1534.91027832,4.91590914,7.82967173,10.78683644,13.78758236,17.07780769,21.11100439,26.00114628,31.95498681,41.8538973,35.57599171,0.61079509,0.38930379,0.64807172,0.00025365,0.10904787,1.409E-05,1.00068184,0.30995933,2.93841106,0.00018872,0.2945007,0.65476358,-inf,1.57137864,0.34242742,0.72899663,-0.41910394,2.16118614,0,0
144,6dFGSgJ033821.5-351535_R_450px                    ,450,450,3.5782773,0.77781746,-0.00504401,0.17382206,225.50015831,224.50108605,225.67546836,225.20281703,226.17718182,225.50945172,226.81131117,225.77276217,9.02423311,7.83607189,117.10459424,1.22993253,10.70756705,1.05987753,20.65581678,225.66901112,225.1459876,1.08491958,11.69917297,1.3399502,0.79374608,117.79158228,1636.37878418,3.4141933,5.40495238,7.3265577,9.2594282,11.52136167,14.17808335,18.22480497,23.8553985,31.94349825,28.22852782,0.6447948,0.44287867,0.58232942,0.00010619,0.07820258,6.509E-05,1.00025066,0.33013258,2.5622944,0.00085241,0.38013399,0.72089431,-inf,1.5745156,0.20424029,0.6398558,0.44314214,2.91364061,0,0
150,6dFGSgJ034033.9-350123_R_450px                    ,450,450,4.75202153,0.77781746,0.00243342,0.12729786,225,225,314.52475102,292.9802116,323.66105908,309.45196162,311.11270784,291.34789621,41.78219498,8.17311149,42.59941552,0.34386157,25.00000166,0.88216661,197.9433705,225.86459968,223.47290582,0.20820244,33.2264842,1.7281745,0.86300767,76.39531262,16905.3125,15.90665387,16.36111942,16.72468234,17.25353433,18.10514862,18.52637542,18.98023252,20.56912618,22.05557746,14.56843945,0.09940283,0.08571634,0.21419173,7.53E-06,0.64897908,0.07178731,0.96331976,0.76725941,771.59891294,0.0003438,0.42677279,0.36777158,-inf,1.5672874,0.19076913,0.81761813,-0.74417156,2.81807381,112,0
160,6dFGSgJ034121.4-334611_R_450px                    ,450,450,3.58200316,0.77781746,-0.00432397,0.19594586,157.50002019,259.50088302,161.49665523,257.64362705,157.94748999,260.43818454,162.06954273,244.26755934,19.47567818,6.50504669,151.78172415,534.2763129,2.00094057,49.9990104,156.73246028,157.49219128,260.11094821,1459.0012672,1.62350309,20.56667608,0.50161655,61.54693788,5896.6015625,2.47565168,2.97233859,3.35674326,3.67808238,3.956769,4.2044202,4.42832925,4.63340091,4.8231062,2.97995209,0.1928016,0.08598613,0.00055024,3.073E-05,0.92894027,0.00620036,0.38507783,0.09351257,147.8914913,0,,0.65878469,-1.39730351,1.57137864,0.02015519,0.61564901,-0.18815099,1.79016097,65,0
171,6dFGSgJ034145.5-334729_R_450px                    ,450,450,3.58200316,0.77781746,-0.01556822,0.19781746,224.50114322,228.50095219,225.33797438,228.87744196,225.75186698,229.48089555,225.30974107,229.7901469,18.10919532,16.94391852,57.10060505,0.38882912,20.70772649,0.821542,54.21869779,225.33128367,228.84630101,0.27647639,25.97461759,1.14635759,0.8656353,52.25220287,2117.86987305,7.98455134,11.91823773,15.9682121,20.61923747,26.36315954,33.16113341,41.15825238,51.17454037,66.71809226,43.9843557,0.63284191,0.40324616,0.8653981,9.339E-05,0.17472942,0.00587796,0.92020105,0.52089623,2.0862473,0.00792635,0.70294678,0.57919657,-0.56855838,1.58074236,0.50602228,0.78028742,-0.83287503,4.62005037,0,0
180,6dFGSgJ034432.9-351146_R_450px                    ,450,450,4.75202153,0.77781746,0.0011049,0.12531248,225,225,184.23891565,331.91785424,188.97929101,318.08920794,175.87000525,322.61661465,22.09233588,5.88312691,111.71797966,704.61546922,3.28163262,-2E-08,48.96901964,225,225,704.61546922,5.16354566,-2E-08,0.26629719,111.71797966,17825.671875,2.57499107,3.35971827,4.30714066,4.85105943,5.16354566,5.4094088,5.63681269,5.86656038,6.12208492,3.98475972,0.24208068,0.07395133,0.07201523,7.03E-06,0.90499806,0.00174793,0.99997754,0.1642477,2871.54535342,0,,0.17201149,-inf,1.57404915,0.03816346,0.72280246,0.53281615,2.59361708,65,0
200,ESO358-19_R_450px                                 ,450,450,3.5782773,0.77781746,0.00677879,0.18200979,225.50057741,226.49990053,225.99296431,226.66815443,226.0195781,226.44317567,227.69466341,231.8496198,17.4671633,11.0448549,61.89987335,0.68945535,24.26797559,1.30654702,4.79158107,225.50310366,225.86333538,0.61165354,28.92840837,1.48226705,0.50043294,62.41377151,3500.3347168,7.03395101,11.21655891,15.2821692,19.7280257,24.71777949,30.74053194,38.43744416,49.51647468,65.10483294,54.94629745,0.64489008,0.42060378,0.64697705,5.199E-05,0.10387106,0.00370885,0.97561319,0.36218763,0.94699829,0.00943284,0.48177523,0.66197185,-0.79549606,1.58374754,0.25302569,0.66025105,0.4576412,1.74178922,0,0
211,ESO358-21_NGC1373_R_450px                         ,450,450,3.5782773,0.77781746,-0.00495584,0.17378862,225.50004744,225.50111174,225.39301728,226.32296612,226.04465008,226.38082548,226.08007696,225.64319408,16.88016084,16.00035168,43.37496693,3.34915216,16.08827505,3.82458968,2.91526015,225.54169782,225.88528935,1.87874188,20.79173588,4.51527439,1.00502678,114.89152909,15186.80859375,2.58369426,4.60265165,6.95893751,10.03269663,13.70182937,18.47187399,24.78028925,33.08750935,45.34722316,35.3398863,0.85665597,0.51977214,0.17162225,1.144E-05,0.05722684,0.00966011,0.7609112,0.09448018,2.34520945,0.02745614,0.42100333,0.75419829,-1.98910469,1.58942034,0.24282948,0.28844649,0.93863933,0.44846172,8,0
221,ESO358-22_R_450px                                 ,450,450,2.91233762,0.77781746,0.01612283,0.15110385,225.50045598,225.50025821,225.32241047,225.17590406,226.46148628,226.42828268,227.6504092,227.26937823,31.81143185,28.13747908,10.90990834,0.68857303,53.03570506,1.68492593,8.4364922,225.95988143,225.89469027,0.85441395,46.26612065,1.50326401,0.89208489,12.59388448,21108.38085938,11.46040111,19.02305438,26.72283265,34.21981874,41.97558504,50.19880196,59.03228661,70.84653076,93.30866805,81.79275441,0.57103834,0.34692523,0.40830951,7.16E-06,0.12878884,0.05178714,0.69715799,0.30652587,0.45237242,0.02233839,0.33988958,0.72626447,-1.56324555,1.57932727,0.09681515,0.5385449,0.56353372,2.226423,0,0
233,ESO358-23_NGC1374_R_450px                         ,450,450,3.5782773,0.77781746,0.13924888,0.20804243,225.50152506,224.50145298,226.51160563,225.35419799,226.88733615,225.89860508,227.24336255,224.79130603,21.85104403,20.25653933,29.09135815,0.44251336,140.46338267,7.457623,8.88298916,226.37933645,225.39250549,0.7910256,93.23852762,6.30848132,1.02407381,118.12836104,109318.1015625,4.90449392,9.92410251,15.91312654,22.79491043,30.96957586,41.06053209,53.84815221,71.03152915,97.09766876,78.22806347,0.85475992,0.49627355,0.12845452,1.9E-06,0.04055639,0.00806734,0.47915566,0.05385596,1.68981111,0.07042604,0.22103411,0.77108415,-2.55503448,1.57184924,0.13691547,0.16561683,0.52364241,0.80001474,0,0
245,ESO358-24_NGC1375_R_450px                         ,450,450,3.5782773,0.77781746,0.07724983,0.19577818,225.50029365,225.50023363,225.82460365,225.65226082,226.01464396,226.06141483,225.44999378,227.79897641,22.27052256,11.9414489,1.872E-05,0.29251424,137.99999705,5.94873971,16.20600191,225.50543896,225.59973427,0.37278417,117.54091478,5.79568977,0.51267281,178.71054128,34755.33203125,5.82677037,11.39773976,17.53941336,23.98175078,30.9404636,38.64092701,48.16247805,61.59087046,83.72862274,70.30962555,0.73269761,0.43234713,0.16043081,5.63E-06,0.04518876,0.00049142,0.80091089,0.08347149,0.5094251,0.04874294,0.267943,0.75452751,-1.83499355,1.57040883,0.18786767,0.28226774,0.58886265,1.0027422,0,0
257,ESO358-27_NGC1379_R_450px                         ,450,450,3.5782773,0.77781746,0.09581628,0.20255189,224.50018705,224.50140388,224.32391225,226.18052611,225.06842962,225.99053442,224.26329763,226.16247083,28.94282743,27.33630743,109.61697747,0.60822048,131.37023148,4.84824104,11.43269217,224.57660468,225.59728268,1.07542577,86.28135761,4.38489509,0.97987452,98.31515097,116249.1484375,7.60465962,14.35650131,21.4237132,29.40001028,38.66033629,49.85289355,63.75526995,81.65748378,106.36510379,98.98258164,0.75494738,0.43953354,0.17856726,1.74E-06,0.05041777,0.01009596,0.06795506,0.0806592,1.70570371,0.05524945,0.13168612,0.79199468,-2.47178435,1.57445856,0.1431022,0.24582146,0.11237524,0.70203036,0,0
269,ESO358-28_NGC1380_R_450px                         ,450,450,3.5782773,0.77781746,0.27420765,0.25190213,225.50074877,226.50012893,226.35174751,226.54076473,226.48734919,227.10760666,226.24559933,225.27938261,29.89945535,19.71235104,96.93983551,14.720497,40.87224537,1.85240226,29.90765043,225.22769943,226.48478917,7.05966088,62.80489649,2.64678314,0.66418644,96.05671144,311986,11.073285,19.80180363,29.77179994,41.40650674,55.12827145,72.43685989,94.66905748,118.87958296,149.31265584,148.47696912,0.77840252,0.43272224,0.10005503,8.1E-07,0.07432348,0.02909348,0.04017602,0.02766215,0.57380507,0.08418375,0.0205836,0.79743319,-2.47833387,1.57444314,0.22834652,0.22990778,0.03802153,1.0834951,0,0
281,ESO358-33_R_450px                                 ,450,450,3.5782773,0.77781746,0.01348937,0.18061754,225.50100686,225.50070148,225.85611286,224.84486415,225.99262633,225.87351267,226.32723154,226.73277303,41.76825232,14.79475215,87.04752996,0.66695832,121.15529,3.11633885,21.14235812,225.59566383,225.39605339,1.89696677,67.94003213,2.20400972,0.29094258,86.2309429,35066.16015625,11.55783022,20.37864746,28.73729911,36.84929506,45.03304697,54.55026373,66.72348461,84.94012382,112.73193694,100.61666201,0.61993753,0.39851564,0.17039386,5.15E-06,0.08603873,0.03526114,0.2606851,0.07710884,0.74123261,0.12891564,0.15962241,0.74733834,-1.99173518,1.57981411,0.43130893,0.36716529,0.71081251,1.39563792,0,0
293,ESO358-35_NGC1386_R_450px                         ,450,450,5.43930855,0.77781746,0.03921057,0.18644132,225.50084886,224.50119334,226.50486343,225.34888472,226.92839782,225.95424004,230.19872542,223.82680266,43.25560471,18.44057223,113.20838799,0.34313939,229.99997297,8.04669784,24.70583006,226.51085607,225.43819543,0.07308919,476.39030321,10.35478075,0.60588057,116.13178476,115008.0859375,8.01986107,16.52001061,26.79214245,38.76349173,51.98222198,66.39127684,81.91703827,100.62903116,128.33236733,127.67160988,0.78471297,0.39248137,0.16387325,1.62E-06,0.20541772,0.17667715,0.64074356,0.1998729,1.02921189,0.18167845,0.17374019,0.85135578,-0.59670883,1.57065296,0.29434787,0.12107404,-0.11788172,0.68251518,32,0
305,ESO358-37_NGC1382_R_450px                         ,450,450,3.5782773,0.77781746,-0.00564624,0.17557544,224.50151976,225.50040896,225.39349931,225.63973705,225.89357517,226.386773,227.73725441,227.19972451,24.13643247,23.51425819,90.62668504,1.92022155,30.45008733,1.9475688,3.20001599,225.43181473,225.90724584,1.83764782,32.75233289,2.03850011,0.86779137,121.62930853,25545.14453125,6.51119807,11.18128556,16.10488787,21.39418087,27.41163938,34.30730757,42.86814471,54.45948186,73.88253375,63.07850083,0.68758177,0.43060677,0.26077898,6.87E-06,0.05429061,0.007667,0.2228651,0.12243101,1.43122547,0.02358682,0.42523403,0.7432349,-2.17377665,1.56947518,0.1374107,0.43722884,0.8858357,0.81521464,0,0
317,ESO358-42_R_450px                                 ,450,450,3.5782773,0.77781746,-0.0065658,0.17511676,224.50108349,223.50108692,226.70423216,225.18045406,225.67177904,224.60989776,229.38158511,228.24893793,24.65039224,14.97890304,47.34153999,0.6173701,27.56336245,1.24760592,10.65821233,225.32165857,224.10040132,0.5169346,31.37620939,1.45606494,0.56319735,49.41003373,4171.41015625,8.54104672,13.74109595,18.9326396,24.72770559,31.54454964,40.24653387,51.320517,66.98953869,82.12772714,60.88430473,0.68798562,0.41556547,0.68110339,4.198E-05,0.16927304,0.01305466,0.5306957,0.41947873,4.54997964,0.02233566,0.60227943,0.64993402,-1.5085274,1.57981595,0.27861724,0.68356244,-0.00114988,2.51635183,0,0
329,ESO358-43_R_450px                                 ,450,450,3.58200316,0.77781746,-0.00131497,0.20275427,224.50159118,224.50128429,225.15549415,225.2414503,225.89226418,225.92660986,225.36209566,225.72612766,22.18789819,11.32367728,111.51718669,0.6385537,39.04985929,1.79832762,7.91531943,225.45827647,225.4499899,0.73742006,38.44920728,1.79304543,0.41875747,112.12817349,6064.98193359,7.84578635,13.21094278,18.32995638,23.2315884,28.60419751,34.52087344,41.36120168,50.94482323,66.94624861,54.84923068,0.58616625,0.36929648,0.43048262,3.343E-05,0.08931577,0.00127893,0.99577575,0.20497857,1.80064701,0.0088476,0.40522486,0.67227419,-0.60888641,1.57815079,0.20774873,0.58574092,1.00015157,2.35317757,0,0
339,ESO358-50_R_450px                                 ,450,450,3.58200316,0.77781746,0.01817078,0.42113981,247.50104477,285.50083732,240.44790337,260.20457089,237.91660066,257.08429603,232.03062781,241.7051674,39.49683661,14.46196757,77.21536332,2.62958756,56.81461572,0.4998485,50.06721061,225.86091662,226.11565513,1.0346404,83.01095633,2.28740388,0.31752006,76.17373339,47443.4609375,25.69336492,26.71146291,27.36630304,28.04493568,29.06136478,30.64320027,37.09495282,47.82722262,64.55355327,51.87215177,0.25297749,0.34660415,0.04370895,8.87E-06,0.93893478,0.14464357,0.98432277,0.19573056,50.62667962,0.01952066,0.19114086,0.62092797,-0.10637898,1.57756807,0.16327139,0.39481417,0.63372816,0.71696682,64,0
355,ESO358-59_R_450px                                 ,450,450,5.35125357,0.77781746,0.00981037,0.13158543,224.50135575,225.50038677,225.15632816,228.47942014,225.35897297,225.72928557,225.76576169,226.68243538,21.96241303,16.64313547,83.09126797,5.62422632,14.30780178,1.82095147,50.98506826,224.8174351,225.26927057,4.55824104,18.19096115,2.43791985,0.52607973,65.25315412,15141.36914062,4.55042039,7.05449198,9.98905983,13.49110678,18.37473474,24.83223479,32.31746256,43.33792664,60.32810398,42.4910903,0.78840239,0.5162986,0.10567108,8.69E-06,0.09977557,0.00509245,0.98965676,0.04491106,7.17841082,0.01400094,0.24649279,0.71480933,-0.63158516,1.57295968,0.11628641,0.43337905,0.857139,1.41489671,0,0
367,ESO358-61_R_450px                                 ,450,450,5.35125357,0.77781746,0.03044182,0.13249105,228.50045081,216.50043273,228.35316591,214.55965096,229.39482827,216.02223243,227.67723285,211.35837756,26.9562068,13.24956027,91.94836418,1.32244563,40.4631548,0.84226398,129.90227461,229.34639997,216.98495096,0.92284488,57.91577247,1.22019104,0.35306632,92.77253743,17997.48242188,17.32666861,26.99613518,38.00932394,51.11705978,67.33152836,88.48043215,117.22239535,185.0883439,219.10803618,110.96310984,0.83607748,0.51243983,0.39540598,7.36E-06,0.16722396,0.05986556,0.73079904,0.2207402,1.75406262,0.04905528,0.24879063,0.67910202,-1.73082094,1.60509103,0.32100281,0.6777061,0.54243734,2.85450027,0,0
376,ESO358-66_R_450px                                 ,450,450,5.35125357,0.77781746,0.01406425,0.12684219,222.50086363,225.50077884,222.90933734,225.90639448,223.42825929,226.5815115,218.74578475,227.17632213,24.07288254,13.71508688,134.6079506,0.36011433,37.68338006,1.03485424,24.88560797,223.19771144,226.17523443,0.3048924,47.37214463,1.24056714,0.42754885,134.38047356,6483.37548828,17.27422818,28.82555933,41.95621738,60.35848731,90.79140294,150.63346087,154.91658444,156.37467247,157.50807236,92.6461422,0.73438867,0.23925809,0.58631711,1.956E-05,0.49027271,0.01179427,1.00032409,0.51081432,0.62134443,0.00390047,0.29662463,0.64893867,-inf,1.58347422,0.38672923,0.70807492,-0.38908184,5.01064657,0,0
380,ESO359-2_R_450px                                  ,450,450,3.65122489,0.77781746,0.00291498,0.27450499,196.50053876,304.50056435,209.46501571,269.01557879,214.30740011,263.40730577,222.2112874,231.3412101,45.12823524,12.70249419,111.22299475,0.07399685,152.99999267,2.29597935,174.10368889,197.99999902,305.99999961,0.06098967,130.70890593,5.56744731,0.35686263,106.54485621,19809.7265625,36.34232676,37.27361833,37.89384047,38.56380389,40.24649043,46.97006161,57.11093683,71.26448987,96.71800888,77.88421002,0.28147163,0.38077933,0.30293919,1.385E-05,1.11558865,0.38413191,0.85603461,0.32144796,48.50677613,0.05088204,0.48305842,0.71128467,-0.5466285,1.57689196,0.79169302,0.59006329,0.57182271,1.66315743,64,0
391,IC1919_R_450px                                    ,450,450,3.84371168,0.77781746,0.02505066,0.14627525,225.50028067,223.50122616,225.75199731,224.41908045,226.49527667,225.12497946,226.18677939,224.72699028,29.17838381,22.74684102,173.0065531,0.86176877,49.63479611,1.69809037,5.97783545,226.05885365,224.77069126,1.06079264,44.73456903,1.53468239,0.74002726,175.04265001,21960.0625,11.30929504,18.67159968,25.89419671,33.46101348,41.55210962,50.87459394,63.06510553,81.10084225,115.22901628,84.89862698,0.63784384,0.44296878,0.33737017,6.66E-06,0.18141053,0.02173346,0.85805327,0.22674557,1.12103649,0.02116457,0.4142914,0.72605529,-1.97788813,1.57621274,0.09780158,0.51915763,0.57860633,1.85049386,0,0
403,IC1963_R_450px                                    ,450,450,3.5782773,0.77781746,0.01160784,0.18210267,224.50015869,225.50146425,224.24980116,226.21469031,224.91572912,226.64995077,224.37933092,226.78909141,39.94889636,11.40013076,172.69113469,7.89162902,38.73688686,1.53405131,3.84664193,224.5065405,226.08902894,8.74143051,48.96968628,1.60788451,0.15338862,172.62249326,46592.359375,9.96948446,16.05121269,22.20440526,28.6968932,36.5559698,45.92762671,57.66238905,73.4629141,98.65580059,84.64332012,0.6605603,0.43116432,0.05512019,3.91E-06,0.03141541,0.0132054,0.20042052,0.00814136,0.89303019,0.20983222,0.19962267,0.70457976,-1.80507545,1.57540406,0.34913457,0.49476371,0.38160905,0.64846104,0,0
421,LEDA13452_R_450px                                 ,450,450,5.43930855,0.77781746,0.01077094,0.17575757,235.50164603,196.50061345,234.38948851,200.97827599,231.49289034,210.92499313,236.08368475,211.15941326,16.50384538,8.63104816,112.58398499,0.76105901,16.00000003,0.49999878,28.5563931,237.99827166,192.01055409,0.53728807,1.0488828,17.24843704,0.04999609,99.36045101,1587.13964844,7.65153811,8.49972605,9.09794735,9.59600504,10.06442042,10.54420765,11.08789021,11.85310473,14.04660295,9.79519798,0.14442719,0.14478254,0.01777071,0.00010924,0.94950324,0.00644903,1.00074139,0.07244844,47.10179347,0.00020797,0.40575879,0.84305355,-inf,1.57707117,0.2098555,0.40703236,0.25722004,1.64055821,64,0
429,LEDA13749_R_450px                                 ,450,450,5.35125357,0.77781746,-0.00061134,0.12438837,225.50094188,226.50094915,225.98884846,227.52505982,225.96684983,226.9769407,226.17778999,234.25008818,18.41515764,14.51568559,103.85874962,0.16970883,35.12468469,1.00880598,8.53754034,225.97235565,227.23995885,0.14870914,39.98974249,1.15659895,0.6981495,103.97209178,2027.35302734,11.07381083,17.22580269,23.03980659,29.03385716,36.08981724,43.35517727,53.4197727,66.33629478,85.0036837,67.79118511,0.58557174,0.37205306,0.93273566,6.135E-05,0.17237498,0.00762119,1.00045042,0.57022134,1.67336879,0.00515612,0.44552979,0.58130003,0.36992165,1.58885657,0.42685777,0.70051627,1.47765399,4.52830615,0,0
438,LEDA13839_R_450px                                 ,450,450,5.35125357,0.77781746,-0.01019944,0.12387482,227.50030098,226.50064449,228.25503292,227.00642889,227.8245701,226.98961099,231.65276527,225.66766487,18.67082584,15.49878371,166.45371993,0.16549032,33.67071183,1.05099223,7.91168497,226.69218223,227.09204863,0.15544446,35.98499265,1.13903248,0.76842356,162.62499457,1830.80700684,10.23855355,15.84159851,21.38579092,26.96196475,32.29985418,38.20722933,47.03152682,58.97687504,74.0646331,57.98606835,0.57088275,0.36041031,0.90896457,6.765E-05,0.1496206,0.02214091,0.95255691,0.52803729,1.56681819,0.01723667,0.52722126,0.58612437,-0.57643468,1.58337453,0.41915145,0.73308587,0.40881801,5.26616169,0,0
443,LEDA74521_R_450px                                 ,450,450,3.84371168,0.77781746,0.0054788,0.1531633,224.50165398,223.50042743,225.22876064,223.67140128,225.83443253,224.17849918,228.27150092,226.80890402,8.36288647,6.07784769,76.08172403,0.6956542,14.84609881,0.85835714,4.28852409,225.22499551,223.69273246,0.70850719,17.21103617,0.90771319,0.52455645,76.56707063,1256.48510742,4.9564702,7.52468241,10.01881893,12.42786058,15.02061028,17.82318452,21.31738379,26.01027123,33.04695481,32.68620561,0.53865671,0.34244387,0.54765781,0.00012186,0.09690098,0.00025387,1.00067639,0.26975522,2.28517761,0.00021049,0.25447757,0.67538641,-inf,1.58156611,0.24742895,0.77561656,-0.02689434,2.02311142,0,0
452,LEDA74617_R_450px                                 ,450,450,3.61623718,0.77781746,-0.00860532,0.14579417,223.50030477,221.50127838,223.67874977,222.1616256,225.55974531,222.30784373,230.12810253,225.373871,17.23203706,16.59108294,119.63724177,0.09765807,44.58614006,1.97929296,8.89783723,225.00001381,221.99998652,0.06444684,57.71856784,2.51055585,0.89337658,148.7527524,2930.18115234,9.81001718,16.95229463,23.98300761,32.68546888,44.2278693,54.77251938,72.88511995,81.93218597,99.44047984,60.72278717,0.68422605,0.35186719,0.84987892,4.975E-05,0.32642972,0.03765203,0.96121087,0.67902576,1.12648475,0.02014448,0.55916757,0.58507836,-0.47789471,1.57483576,0.51340399,0.67664318,2.57414954,5.59753405,0,0
